schedule,n,sgp4_mean_km,ekf_mean_km,hybrid_mean_km,gain_mean_km,win_rate,ratio_improvement_pct
gap_4h,36,84.14458185292682,3.2159499293506766,0.8610990313148044,2.354850898035872,0.6944444444444444,73.22411572842284
nominal_10min,36,84.14458185292682,1.1024743212053432,0.3244672937101197,0.7780070274952235,0.7222222222222222,70.56917449511411
nominal_20min,36,84.14458185292682,1.5957780946111433,0.49201512420862337,1.1037629704025198,0.8055555555555556,69.16769782276546
